age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,Contacts_during_the_Campaign,Previous_Outcome,Desired_Target,Desired_Target_Num,state
29,entrepreneur,married,basic.6y,no,no,no,telephone,May,Friday,217,2,nonexistent,Not Subscribed,1,Victoria
40,technician,married,professional.course,unknown,yes,no,telephone,May,Friday,360,1,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.4y,unknown,no,yes,telephone,May,Friday,241,1,nonexistent,Not Subscribed,1,New South Wales
36,services,married,high.school,unknown,yes,no,telephone,May,Friday,47,1,nonexistent,Not Subscribed,1,New South Wales
25,blue-collar,single,basic.4y,no,no,no,telephone,May,Friday,196,1,nonexistent,Not Subscribed,1,South Australia
33,blue-collar,single,basic.9y,unknown,yes,no,telephone,May,Friday,601,1,nonexistent,Not Subscribed,1,Queensland
32,admin.,married,university.degree,no,no,no,telephone,May,Friday,178,2,nonexistent,Not Subscribed,1,Victoria
52,services,divorced,unknown,unknown,yes,yes,telephone,May,Friday,306,1,nonexistent,Not Subscribed,1,Victoria
52,self-employed,single,basic.4y,unknown,yes,no,telephone,May,Friday,362,22,nonexistent,Not Subscribed,1,New South Wales
30,entrepreneur,married,high.school,no,yes,no,telephone,May,Friday,410,1,nonexistent,Not Subscribed,1,Victoria
28,admin.,single,high.school,no,yes,no,telephone,May,Friday,265,1,nonexistent,Not Subscribed,1,New South Wales
42,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Friday,108,2,nonexistent,Not Subscribed,1,New South Wales
41,management,married,university.degree,no,no,no,telephone,May,Friday,172,4,nonexistent,Not Subscribed,1,Victoria
35,services,married,high.school,unknown,no,no,telephone,May,Friday,184,2,nonexistent,Not Subscribed,1,New South Wales
59,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Friday,424,1,nonexistent,Not Subscribed,1,New South Wales
34,blue-collar,married,basic.4y,no,no,no,telephone,May,Friday,359,1,nonexistent,Not Subscribed,1,Victoria
42,management,married,university.degree,no,yes,yes,telephone,May,Friday,123,1,nonexistent,Not Subscribed,1,New South Wales
49,admin.,divorced,high.school,no,yes,no,telephone,May,Friday,787,1,nonexistent,Subscribed,0,Queensland
39,management,married,university.degree,no,no,no,telephone,May,Friday,169,1,nonexistent,Not Subscribed,1,New South Wales
24,services,married,high.school,no,no,yes,telephone,May,Friday,241,1,nonexistent,Not Subscribed,1,Western Australia
53,unemployed,married,basic.4y,unknown,no,no,telephone,May,Friday,141,1,nonexistent,Not Subscribed,1,Queensland
29,admin.,single,university.degree,no,yes,no,telephone,May,Friday,22,4,nonexistent,Not Subscribed,1,New South Wales
26,blue-collar,single,high.school,no,yes,no,telephone,May,Friday,326,1,nonexistent,Not Subscribed,1,Victoria
53,blue-collar,divorced,basic.4y,unknown,no,no,telephone,May,Friday,317,1,nonexistent,Not Subscribed,1,Northern Territory
35,admin.,married,high.school,no,yes,yes,telephone,May,Friday,196,3,nonexistent,Not Subscribed,1,New South Wales
32,services,married,high.school,no,no,yes,telephone,May,Friday,270,1,nonexistent,Not Subscribed,1,New South Wales
37,management,married,university.degree,no,unknown,unknown,telephone,May,Friday,107,1,nonexistent,Not Subscribed,1,Victoria
36,entrepreneur,married,university.degree,no,no,yes,telephone,May,Friday,679,17,nonexistent,Not Subscribed,1,Victoria
32,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Friday,184,1,nonexistent,Not Subscribed,1,Victoria
33,admin.,married,university.degree,no,yes,no,telephone,May,Friday,576,1,nonexistent,Not Subscribed,1,New South Wales
27,services,married,high.school,no,yes,no,telephone,May,Friday,102,1,nonexistent,Not Subscribed,1,New South Wales
28,admin.,married,university.degree,no,no,no,telephone,May,Friday,161,3,nonexistent,Not Subscribed,1,New South Wales
41,housemaid,married,high.school,no,no,no,telephone,May,Friday,206,2,nonexistent,Not Subscribed,1,New South Wales
26,admin.,single,high.school,no,no,no,telephone,May,Friday,619,2,nonexistent,Subscribed,0,New South Wales
40,blue-collar,married,basic.6y,unknown,no,no,telephone,May,Friday,33,1,nonexistent,Not Subscribed,1,Queensland
56,retired,married,professional.course,unknown,no,no,telephone,May,Friday,27,2,nonexistent,Not Subscribed,1,New South Wales
33,admin.,married,high.school,no,yes,yes,telephone,May,Friday,230,1,nonexistent,Not Subscribed,1,New South Wales
58,admin.,divorced,basic.9y,unknown,yes,no,telephone,May,Friday,38,2,nonexistent,Not Subscribed,1,New South Wales
36,admin.,married,university.degree,no,yes,no,telephone,May,Friday,322,2,nonexistent,Not Subscribed,1,Victoria
49,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Friday,187,1,nonexistent,Not Subscribed,1,New South Wales
59,retired,divorced,basic.9y,unknown,yes,no,telephone,May,Friday,124,1,nonexistent,Not Subscribed,1,Queensland
37,blue-collar,single,basic.9y,unknown,no,no,telephone,May,Friday,1230,3,nonexistent,Subscribed,0,Victoria
29,blue-collar,single,basic.9y,no,yes,no,telephone,May,Friday,107,2,nonexistent,Not Subscribed,1,Victoria
32,services,married,professional.course,no,yes,no,telephone,May,Friday,379,1,nonexistent,Not Subscribed,1,Northern Territory
53,blue-collar,married,basic.6y,no,yes,no,telephone,May,Friday,95,1,nonexistent,Not Subscribed,1,Queensland
48,technician,married,high.school,unknown,yes,no,telephone,May,Friday,42,3,nonexistent,Not Subscribed,1,New South Wales
56,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Friday,197,1,nonexistent,Not Subscribed,1,New South Wales
37,services,single,basic.9y,no,yes,no,telephone,May,Friday,320,2,nonexistent,Not Subscribed,1,Northern Territory
43,self-employed,single,professional.course,unknown,no,no,telephone,May,Friday,223,1,nonexistent,Not Subscribed,1,Victoria
37,admin.,single,high.school,no,yes,no,telephone,May,Friday,912,1,nonexistent,Subscribed,0,New South Wales
46,blue-collar,married,basic.6y,no,no,no,telephone,May,Friday,230,1,nonexistent,Not Subscribed,1,New South Wales
28,blue-collar,single,basic.9y,no,no,no,telephone,May,Friday,489,2,nonexistent,Not Subscribed,1,New South Wales
44,housemaid,married,basic.9y,no,no,no,telephone,May,Friday,98,1,nonexistent,Not Subscribed,1,Western Australia
38,blue-collar,single,university.degree,unknown,no,no,telephone,May,Friday,894,1,nonexistent,Subscribed,0,Queensland
31,admin.,single,basic.9y,no,yes,no,telephone,May,Friday,38,3,nonexistent,Not Subscribed,1,New South Wales
31,blue-collar,single,basic.9y,no,yes,no,telephone,May,Friday,323,4,nonexistent,Not Subscribed,1,Queensland
36,technician,married,professional.course,no,no,yes,telephone,May,Friday,335,1,nonexistent,Not Subscribed,1,New South Wales
51,admin.,single,basic.6y,no,yes,no,telephone,May,Friday,161,1,nonexistent,Not Subscribed,1,Victoria
29,technician,married,university.degree,no,no,no,telephone,May,Friday,410,3,nonexistent,Not Subscribed,1,Victoria
28,admin.,single,university.degree,no,yes,no,telephone,May,Friday,280,1,nonexistent,Not Subscribed,1,New South Wales
49,self-employed,married,professional.course,no,no,no,telephone,May,Friday,374,2,nonexistent,Not Subscribed,1,New South Wales
30,technician,married,university.degree,no,yes,no,telephone,May,Friday,193,8,nonexistent,Not Subscribed,1,Victoria
36,services,married,basic.9y,unknown,no,no,telephone,May,Friday,166,2,nonexistent,Not Subscribed,1,Victoria
36,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Friday,865,1,nonexistent,Not Subscribed,1,Queensland
57,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Friday,258,2,nonexistent,Not Subscribed,1,Western Australia
40,blue-collar,married,basic.4y,unknown,no,no,telephone,May,Friday,215,1,nonexistent,Not Subscribed,1,New South Wales
52,blue-collar,married,basic.4y,no,no,no,telephone,May,Friday,136,2,nonexistent,Not Subscribed,1,Victoria
29,blue-collar,single,unknown,no,no,no,telephone,May,Friday,299,2,nonexistent,Not Subscribed,1,Queensland
45,management,married,university.degree,no,no,no,telephone,May,Friday,381,2,nonexistent,Not Subscribed,1,Queensland
55,retired,married,basic.4y,unknown,no,no,telephone,May,Friday,197,1,nonexistent,Not Subscribed,1,New South Wales
52,management,married,university.degree,no,yes,no,telephone,May,Friday,412,1,nonexistent,Not Subscribed,1,Western Australia
24,admin.,married,high.school,no,yes,no,telephone,May,Friday,376,2,nonexistent,Not Subscribed,1,New South Wales
44,blue-collar,divorced,basic.4y,unknown,yes,yes,telephone,May,Friday,393,2,nonexistent,Not Subscribed,1,Victoria
46,services,divorced,high.school,no,no,no,telephone,May,Friday,56,3,nonexistent,Not Subscribed,1,Victoria
25,student,single,high.school,no,no,no,telephone,May,Friday,112,4,nonexistent,Not Subscribed,1,New South Wales
33,blue-collar,single,basic.9y,no,yes,no,telephone,May,Friday,155,3,nonexistent,Not Subscribed,1,New South Wales
29,services,single,basic.9y,no,no,no,telephone,May,Friday,703,4,nonexistent,Not Subscribed,1,Tasmania
44,admin.,single,university.degree,no,yes,no,telephone,May,Friday,141,2,nonexistent,Not Subscribed,1,Northern Territory
41,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Friday,475,2,nonexistent,Not Subscribed,1,New South Wales
50,technician,married,professional.course,no,no,no,telephone,May,Friday,121,2,nonexistent,Not Subscribed,1,Victoria
41,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Friday,471,2,nonexistent,Not Subscribed,1,Western Australia
48,admin.,single,university.degree,no,no,yes,telephone,May,Friday,121,1,nonexistent,Not Subscribed,1,Victoria
26,services,single,high.school,no,no,no,telephone,May,Friday,177,4,nonexistent,Not Subscribed,1,New South Wales
48,unknown,married,basic.4y,unknown,no,no,telephone,May,Friday,344,2,nonexistent,Not Subscribed,1,New South Wales
47,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Friday,229,1,nonexistent,Not Subscribed,1,New South Wales
36,admin.,married,university.degree,no,no,no,telephone,May,Friday,404,1,nonexistent,Not Subscribed,1,Victoria
54,technician,divorced,basic.9y,unknown,no,no,telephone,May,Friday,287,4,nonexistent,Not Subscribed,1,New South Wales
26,admin.,single,university.degree,unknown,no,no,telephone,May,Friday,329,1,nonexistent,Not Subscribed,1,New South Wales
35,technician,married,basic.9y,no,no,no,telephone,May,Friday,433,1,nonexistent,Not Subscribed,1,Queensland
54,services,divorced,high.school,unknown,yes,no,telephone,May,Friday,216,1,nonexistent,Not Subscribed,1,New South Wales
51,services,married,basic.6y,no,no,no,telephone,May,Friday,1340,1,nonexistent,Subscribed,0,Queensland
28,technician,single,professional.course,no,no,no,telephone,May,Friday,323,2,nonexistent,Not Subscribed,1,Queensland
52,services,married,university.degree,no,no,no,telephone,May,Friday,132,11,nonexistent,Not Subscribed,1,South Australia
31,admin.,married,basic.9y,unknown,yes,no,telephone,May,Friday,199,4,nonexistent,Not Subscribed,1,New South Wales
28,services,single,high.school,no,yes,no,telephone,May,Friday,221,2,nonexistent,Not Subscribed,1,Queensland
32,blue-collar,married,basic.9y,no,no,no,telephone,May,Friday,200,2,nonexistent,Not Subscribed,1,Western Australia
46,admin.,divorced,university.degree,no,no,no,telephone,May,Friday,897,1,nonexistent,Subscribed,0,South Australia
38,admin.,married,university.degree,no,yes,no,telephone,May,Friday,80,2,nonexistent,Not Subscribed,1,South Australia
36,blue-collar,married,basic.9y,no,no,no,telephone,May,Friday,123,3,nonexistent,Not Subscribed,1,Western Australia
31,admin.,married,university.degree,no,yes,no,telephone,May,Friday,90,2,nonexistent,Not Subscribed,1,Victoria
38,management,married,university.degree,no,no,no,telephone,May,Friday,461,2,nonexistent,Not Subscribed,1,New South Wales
35,admin.,married,high.school,unknown,yes,no,telephone,May,Friday,213,14,nonexistent,Not Subscribed,1,Victoria
39,housemaid,married,high.school,no,yes,no,telephone,May,Friday,193,11,nonexistent,Not Subscribed,1,New South Wales
31,housemaid,divorced,high.school,no,yes,no,telephone,May,Friday,428,1,nonexistent,Not Subscribed,1,Victoria
39,self-employed,married,high.school,no,yes,no,telephone,May,Friday,291,1,nonexistent,Not Subscribed,1,Northern Territory
36,housemaid,married,high.school,no,no,no,telephone,May,Friday,136,1,nonexistent,Not Subscribed,1,Victoria
29,services,married,basic.9y,unknown,no,no,telephone,May,Friday,124,1,nonexistent,Not Subscribed,1,New South Wales
37,management,married,university.degree,no,no,no,telephone,May,Friday,214,4,nonexistent,Not Subscribed,1,Victoria
28,blue-collar,married,basic.9y,no,yes,no,telephone,May,Friday,239,3,nonexistent,Not Subscribed,1,Victoria
41,management,married,unknown,no,no,no,telephone,May,Friday,718,1,nonexistent,Not Subscribed,1,New South Wales
38,services,married,high.school,unknown,yes,no,telephone,May,Friday,323,1,nonexistent,Not Subscribed,1,Queensland
31,technician,married,university.degree,no,no,no,telephone,May,Friday,94,1,nonexistent,Not Subscribed,1,Queensland
50,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Friday,74,1,nonexistent,Not Subscribed,1,Queensland
36,admin.,married,basic.9y,no,no,no,telephone,May,Friday,107,1,nonexistent,Not Subscribed,1,Western Australia
40,management,married,unknown,no,no,no,telephone,May,Friday,97,3,nonexistent,Not Subscribed,1,Queensland
37,admin.,married,university.degree,no,no,no,telephone,May,Friday,51,1,nonexistent,Not Subscribed,1,New South Wales
28,unemployed,single,high.school,no,no,no,telephone,May,Friday,109,1,nonexistent,Not Subscribed,1,Victoria
50,services,divorced,basic.4y,unknown,unknown,unknown,telephone,May,Friday,225,1,nonexistent,Not Subscribed,1,New South Wales
38,housemaid,married,basic.9y,no,no,no,telephone,May,Friday,378,1,nonexistent,Not Subscribed,1,South Australia
43,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Friday,217,1,nonexistent,Not Subscribed,1,Victoria
37,technician,married,high.school,no,yes,no,telephone,May,Friday,136,1,nonexistent,Not Subscribed,1,New South Wales
47,blue-collar,divorced,basic.9y,unknown,no,no,telephone,May,Friday,1161,3,nonexistent,Not Subscribed,1,Queensland
52,technician,married,high.school,unknown,no,no,telephone,May,Friday,467,1,nonexistent,Not Subscribed,1,Victoria
30,admin.,single,university.degree,no,no,no,telephone,May,Friday,386,1,nonexistent,Not Subscribed,1,New South Wales
33,admin.,divorced,high.school,no,yes,no,telephone,May,Friday,290,1,nonexistent,Not Subscribed,1,Victoria
43,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Friday,168,2,nonexistent,Not Subscribed,1,Queensland
52,technician,married,basic.9y,no,no,no,telephone,May,Friday,764,7,nonexistent,Not Subscribed,1,New South Wales
44,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Friday,194,3,nonexistent,Not Subscribed,1,Queensland
48,management,married,university.degree,no,yes,no,telephone,May,Friday,16,23,nonexistent,Not Subscribed,1,New South Wales
40,admin.,divorced,professional.course,no,no,no,telephone,May,Friday,148,18,nonexistent,Not Subscribed,1,Victoria
35,student,single,high.school,no,no,yes,telephone,May,Friday,2680,1,nonexistent,Subscribed,0,Western Australia
56,management,married,basic.4y,unknown,unknown,unknown,telephone,May,Friday,242,3,nonexistent,Not Subscribed,1,South Australia
53,technician,married,high.school,no,no,no,telephone,May,Friday,269,2,nonexistent,Not Subscribed,1,New South Wales
33,blue-collar,married,professional.course,no,yes,no,telephone,May,Friday,208,2,nonexistent,Not Subscribed,1,New South Wales
54,retired,married,basic.9y,unknown,no,no,telephone,May,Friday,370,2,nonexistent,Not Subscribed,1,Western Australia
35,technician,married,professional.course,no,no,no,telephone,May,Friday,274,8,nonexistent,Not Subscribed,1,New South Wales
33,services,single,high.school,no,no,no,telephone,May,Friday,326,1,nonexistent,Not Subscribed,1,New South Wales
36,services,single,basic.9y,no,yes,no,telephone,May,Friday,337,2,nonexistent,Not Subscribed,1,Northern Territory
41,housemaid,married,university.degree,unknown,no,no,telephone,May,Friday,104,1,nonexistent,Not Subscribed,1,Victoria
48,blue-collar,married,professional.course,no,no,no,telephone,May,Friday,788,2,nonexistent,Not Subscribed,1,Victoria
35,admin.,married,university.degree,no,no,no,telephone,May,Friday,353,4,nonexistent,Not Subscribed,1,Victoria
42,admin.,single,university.degree,no,yes,no,telephone,May,Friday,14,15,nonexistent,Not Subscribed,1,Victoria
35,admin.,married,university.degree,no,yes,no,telephone,May,Friday,698,9,nonexistent,Not Subscribed,1,Queensland
34,admin.,married,high.school,no,yes,yes,telephone,May,Friday,180,1,nonexistent,Not Subscribed,1,Victoria
29,management,single,university.degree,no,yes,no,telephone,May,Friday,257,2,nonexistent,Not Subscribed,1,Queensland
32,admin.,single,university.degree,no,yes,no,telephone,May,Friday,467,1,nonexistent,Not Subscribed,1,Victoria
31,blue-collar,married,basic.9y,no,yes,yes,telephone,May,Friday,233,1,nonexistent,Not Subscribed,1,Queensland
46,blue-collar,married,basic.4y,no,yes,no,telephone,May,Friday,218,2,nonexistent,Not Subscribed,1,New South Wales
25,blue-collar,single,basic.4y,no,yes,no,telephone,May,Friday,304,2,nonexistent,Not Subscribed,1,Victoria
28,admin.,single,university.degree,no,yes,no,telephone,May,Friday,315,3,nonexistent,Not Subscribed,1,New South Wales
48,technician,single,university.degree,unknown,yes,no,telephone,May,Friday,40,5,nonexistent,Not Subscribed,1,Victoria
42,retired,married,basic.9y,unknown,no,no,telephone,May,Friday,698,1,nonexistent,Not Subscribed,1,New South Wales
32,technician,divorced,professional.course,no,yes,no,telephone,May,Friday,76,17,nonexistent,Not Subscribed,1,Queensland
30,admin.,married,university.degree,no,yes,no,telephone,May,Friday,355,2,nonexistent,Not Subscribed,1,Victoria
32,services,single,high.school,no,no,no,telephone,May,Friday,557,4,nonexistent,Not Subscribed,1,New South Wales
28,services,single,basic.9y,no,yes,no,telephone,May,Friday,148,2,nonexistent,Not Subscribed,1,New South Wales
28,blue-collar,married,basic.9y,no,yes,no,telephone,May,Friday,128,2,nonexistent,Not Subscribed,1,South Australia
40,blue-collar,married,basic.6y,no,yes,no,telephone,May,Friday,130,3,nonexistent,Not Subscribed,1,Western Australia
46,blue-collar,married,basic.9y,unknown,yes,no,telephone,May,Friday,280,2,nonexistent,Not Subscribed,1,New South Wales
38,entrepreneur,married,basic.6y,no,no,no,telephone,May,Friday,152,2,nonexistent,Not Subscribed,1,Victoria
47,blue-collar,married,basic.4y,no,no,no,telephone,May,Friday,283,2,nonexistent,Not Subscribed,1,New South Wales
37,services,married,high.school,no,no,no,telephone,May,Friday,523,3,nonexistent,Not Subscribed,1,New South Wales
55,technician,married,basic.4y,unknown,yes,no,telephone,May,Friday,316,7,nonexistent,Not Subscribed,1,Queensland
28,admin.,single,university.degree,no,yes,no,telephone,May,Friday,1128,3,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,single,basic.9y,no,yes,no,telephone,May,Friday,171,4,nonexistent,Not Subscribed,1,New South Wales
56,unknown,married,unknown,unknown,yes,no,telephone,May,Friday,174,15,nonexistent,Not Subscribed,1,New South Wales
33,management,single,university.degree,no,no,yes,telephone,May,Friday,71,11,nonexistent,Not Subscribed,1,New South Wales
33,blue-collar,married,basic.9y,no,no,yes,telephone,May,Friday,84,4,nonexistent,Not Subscribed,1,Victoria
35,admin.,divorced,university.degree,no,yes,no,telephone,May,Friday,221,2,nonexistent,Not Subscribed,1,Queensland
41,blue-collar,divorced,basic.6y,no,unknown,unknown,telephone,May,Friday,234,2,nonexistent,Not Subscribed,1,New South Wales
59,entrepreneur,divorced,high.school,unknown,yes,no,telephone,May,Friday,138,2,nonexistent,Not Subscribed,1,South Australia
29,services,single,university.degree,no,no,no,telephone,May,Friday,339,5,nonexistent,Not Subscribed,1,Victoria
30,self-employed,married,basic.9y,no,yes,no,telephone,May,Friday,509,2,nonexistent,Not Subscribed,1,Queensland
39,admin.,single,high.school,unknown,yes,no,telephone,May,Friday,254,16,nonexistent,Not Subscribed,1,Victoria
51,retired,married,university.degree,no,yes,yes,telephone,May,Friday,243,3,nonexistent,Not Subscribed,1,New South Wales
34,blue-collar,married,basic.9y,no,no,no,telephone,May,Friday,344,4,nonexistent,Not Subscribed,1,Victoria
31,technician,single,professional.course,unknown,yes,yes,telephone,May,Friday,131,4,nonexistent,Not Subscribed,1,Queensland
36,blue-collar,married,basic.9y,unknown,yes,yes,telephone,May,Friday,251,4,nonexistent,Not Subscribed,1,Tasmania
46,technician,married,basic.9y,no,yes,no,telephone,May,Friday,1135,2,nonexistent,Not Subscribed,1,New South Wales
31,technician,married,university.degree,no,no,no,telephone,May,Friday,1106,3,nonexistent,Not Subscribed,1,New South Wales
37,technician,married,professional.course,unknown,yes,no,telephone,May,Friday,312,3,nonexistent,Not Subscribed,1,New South Wales
30,self-employed,single,high.school,no,yes,yes,telephone,May,Friday,292,8,nonexistent,Not Subscribed,1,Victoria
47,admin.,married,high.school,no,no,no,telephone,May,Friday,279,2,nonexistent,Not Subscribed,1,Victoria
41,blue-collar,married,high.school,no,yes,no,telephone,May,Friday,293,3,nonexistent,Not Subscribed,1,Queensland
27,services,single,high.school,no,yes,yes,telephone,May,Friday,198,5,nonexistent,Not Subscribed,1,Queensland
27,blue-collar,divorced,unknown,no,yes,no,telephone,May,Friday,1408,2,nonexistent,Not Subscribed,1,Northern Territory
39,blue-collar,divorced,basic.6y,unknown,no,no,telephone,May,Friday,827,2,nonexistent,Not Subscribed,1,Victoria
32,services,married,high.school,no,no,no,telephone,May,Friday,303,5,nonexistent,Not Subscribed,1,Western Australia
42,blue-collar,married,basic.4y,unknown,yes,yes,telephone,May,Friday,588,3,nonexistent,Not Subscribed,1,Western Australia
37,services,married,high.school,no,no,no,telephone,May,Friday,680,3,nonexistent,Not Subscribed,1,New South Wales
41,blue-collar,married,basic.6y,unknown,yes,no,telephone,May,Friday,160,6,nonexistent,Not Subscribed,1,Queensland
51,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Friday,21,3,nonexistent,Not Subscribed,1,Victoria
48,technician,married,high.school,no,no,no,telephone,May,Friday,251,3,nonexistent,Not Subscribed,1,Western Australia
36,technician,married,basic.9y,no,no,no,telephone,May,Friday,476,3,nonexistent,Not Subscribed,1,New South Wales
50,management,single,university.degree,no,no,no,telephone,May,Friday,81,6,nonexistent,Not Subscribed,1,New South Wales
25,admin.,married,high.school,no,yes,no,telephone,May,Friday,4,2,nonexistent,Not Subscribed,1,Victoria
49,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Friday,283,3,nonexistent,Not Subscribed,1,New South Wales
44,self-employed,single,basic.6y,unknown,yes,no,telephone,May,Friday,248,2,nonexistent,Not Subscribed,1,New South Wales
52,entrepreneur,married,university.degree,unknown,yes,no,telephone,May,Friday,541,5,nonexistent,Not Subscribed,1,Victoria
33,self-employed,single,university.degree,no,yes,no,telephone,May,Friday,227,2,nonexistent,Not Subscribed,1,New South Wales
48,admin.,divorced,professional.course,no,yes,no,telephone,May,Friday,427,3,nonexistent,Not Subscribed,1,Western Australia
42,blue-collar,married,basic.9y,unknown,no,no,telephone,May,Friday,148,9,nonexistent,Not Subscribed,1,Victoria
35,management,married,university.degree,no,yes,no,telephone,May,Friday,408,10,nonexistent,Not Subscribed,1,Victoria
45,management,married,university.degree,no,no,no,telephone,May,Friday,255,3,nonexistent,Not Subscribed,1,New South Wales
28,admin.,married,high.school,no,yes,no,telephone,May,Friday,236,2,nonexistent,Not Subscribed,1,New South Wales
56,entrepreneur,married,university.degree,no,yes,no,telephone,May,Friday,428,2,nonexistent,Not Subscribed,1,New South Wales
60,retired,married,basic.9y,unknown,yes,no,telephone,May,Friday,32,3,nonexistent,Not Subscribed,1,South Australia
37,admin.,married,high.school,no,no,yes,telephone,May,Friday,851,2,nonexistent,Not Subscribed,1,South Australia
38,entrepreneur,married,basic.9y,no,no,no,telephone,May,Friday,522,5,nonexistent,Not Subscribed,1,Victoria
41,self-employed,married,high.school,unknown,no,no,telephone,May,Friday,165,4,nonexistent,Not Subscribed,1,New South Wales
57,services,divorced,high.school,no,yes,yes,telephone,May,Friday,1193,5,nonexistent,Subscribed,0,Victoria
23,services,married,basic.9y,no,no,no,telephone,May,Friday,1144,3,nonexistent,Not Subscribed,1,Queensland
33,admin.,married,high.school,no,yes,no,telephone,May,Friday,730,2,nonexistent,Not Subscribed,1,Queensland
48,blue-collar,married,basic.9y,no,yes,no,telephone,May,Friday,167,2,nonexistent,Not Subscribed,1,New South Wales
38,technician,married,university.degree,unknown,yes,no,telephone,May,Friday,1023,4,nonexistent,Not Subscribed,1,South Australia
32,blue-collar,married,basic.4y,unknown,yes,no,telephone,May,Friday,469,2,nonexistent,Not Subscribed,1,New South Wales
31,management,married,high.school,no,no,no,telephone,May,Friday,385,7,nonexistent,Not Subscribed,1,Victoria
43,blue-collar,divorced,basic.9y,no,yes,no,telephone,May,Friday,169,3,nonexistent,Not Subscribed,1,New South Wales
44,management,married,high.school,no,yes,no,telephone,May,Friday,409,3,nonexistent,Not Subscribed,1,Victoria
44,admin.,married,university.degree,unknown,no,no,telephone,May,Friday,165,6,nonexistent,Not Subscribed,1,New South Wales
33,services,married,high.school,no,no,yes,telephone,May,Friday,437,2,nonexistent,Not Subscribed,1,Victoria
36,admin.,married,basic.9y,no,no,no,telephone,May,Friday,89,2,nonexistent,Not Subscribed,1,New South Wales
47,technician,married,professional.course,unknown,no,no,telephone,May,Friday,261,6,nonexistent,Not Subscribed,1,Queensland
30,admin.,married,university.degree,no,no,no,telephone,May,Friday,294,4,nonexistent,Not Subscribed,1,Queensland
34,blue-collar,married,basic.9y,unknown,no,yes,telephone,May,Friday,1245,19,nonexistent,Not Subscribed,1,New South Wales
28,admin.,single,high.school,no,no,no,telephone,May,Friday,498,2,nonexistent,Not Subscribed,1,New South Wales
46,blue-collar,married,basic.9y,no,no,yes,telephone,May,Friday,134,4,nonexistent,Not Subscribed,1,Victoria
32,blue-collar,married,basic.4y,no,no,no,telephone,May,Friday,230,2,nonexistent,Not Subscribed,1,Queensland
36,retired,married,high.school,no,no,no,telephone,May,Friday,192,20,nonexistent,Not Subscribed,1,Western Australia
24,student,single,university.degree,no,yes,yes,telephone,May,Friday,65,3,nonexistent,Not Subscribed,1,Victoria
35,blue-collar,married,basic.4y,no,yes,no,telephone,May,Friday,237,3,nonexistent,Not Subscribed,1,Victoria
31,admin.,single,university.degree,no,no,no,telephone,May,Friday,239,2,nonexistent,Not Subscribed,1,New South Wales
51,admin.,divorced,university.degree,unknown,no,no,telephone,May,Friday,196,6,nonexistent,Not Subscribed,1,South Australia
33,admin.,married,university.degree,no,no,no,telephone,May,Friday,243,2,nonexistent,Not Subscribed,1,Victoria
28,services,single,basic.9y,no,yes,no,telephone,May,Friday,393,2,nonexistent,Not Subscribed,1,New South Wales
43,blue-collar,married,unknown,unknown,no,no,telephone,May,Friday,512,6,nonexistent,Not Subscribed,1,Western Australia
43,blue-collar,married,basic.6y,no,no,no,telephone,May,Friday,218,3,nonexistent,Not Subscribed,1,New South Wales
33,self-employed,married,university.degree,no,yes,no,telephone,May,Friday,215,3,nonexistent,Not Subscribed,1,New South Wales
31,services,married,basic.9y,no,yes,no,telephone,May,Friday,186,5,nonexistent,Not Subscribed,1,Queensland
39,admin.,married,professional.course,no,no,no,telephone,May,Friday,299,4,nonexistent,Not Subscribed,1,Victoria
52,self-employed,married,university.degree,no,yes,no,telephone,May,Friday,107,3,nonexistent,Not Subscribed,1,New South Wales
24,student,single,high.school,unknown,yes,yes,telephone,May,Friday,103,7,nonexistent,Not Subscribed,1,Western Australia
30,admin.,single,university.degree,unknown,no,yes,telephone,May,Friday,297,4,nonexistent,Not Subscribed,1,Queensland
28,blue-collar,married,basic.9y,no,no,yes,telephone,May,Friday,1064,4,nonexistent,Subscribed,0,Tasmania
28,blue-collar,married,basic.9y,no,no,no,telephone,May,Friday,90,7,nonexistent,Not Subscribed,1,Queensland
41,technician,single,university.degree,unknown,yes,no,telephone,May,Friday,59,5,nonexistent,Not Subscribed,1,New South Wales
39,blue-collar,married,basic.9y,no,no,no,telephone,May,Friday,102,4,nonexistent,Not Subscribed,1,Western Australia
